id	title	question	answer	statement
56cf37b9aab44d1400b88e86	New_York_City	Approximately how many Chinatowns exist in New York City?	6	approximately six Chinatown -s exist in New York City
56cf3862aab44d1400b88e8c	New_York_City	In 2013, how many people of Puerto Rican ancestry lived in New York City?	1.3 million	the one million three hundred thousand people of Puerto Rican ancestry lived in New York City
56cf3862aab44d1400b88e8d	New_York_City	What nation provided the most legal immigrants to New York City in the Caribbean?	the Dominican Republic	the Dominican Republic provided the most legal immigrant -s to New York City from the Caribbean
56cf3862aab44d1400b88e8e	New_York_City	Out of all African nations, which provided the most legal immigrants in 2013?	Egypt	Egypt provided the most legal immigrant -s out of all African nation -s in 2013
56cf3862aab44d1400b88e8f	New_York_City	Out of all nations in Central America, which provided the most legal immigrants in 2013?	El Salvador	El Salvador provided the most legal immigrant -s in 2013
56cf3862aab44d1400b88e90	New_York_City	Of all the countries in South America, which provided the most legal immigrants in 2013?	Ecuador	Ecuador provided the most legal immigrant -s in 2013
56cf38dcaab44d1400b88ea0	New_York_City	How many self-identified LGB people live in the New York metropolitan area?	568,903	the five hundred –sixty –eight –thousand –nine hundred –and –three self-identified LGB people live in the New York metropolitan area
56cf38dcaab44d1400b88ea1	New_York_City	On what date did New York legalize gay marriage?	June 24, 2011	New York legalized gay marriage on June 24, 2011
56cf38dcaab44d1400b88ea2	New_York_City	How many days after gay marriage was legalized were gay marriages allowed to take place?	30	gay marriage -s were legalized 30 days after gay marriage -s were allowed to take place
56cfedcd234ae51400d9c0e5	New_York_City	How many people identify as gay or bisexual in NYC?	568,903	the five hundred –sixty –eight –nine hundred –threes identify as gay or bisexual in NYC
56cfedcd234ae51400d9c0e7	New_York_City	Same-sex marriage became legal on what date in New York?	June 24, 2011	same-sex marriage became legal on June 24, 2011
56cfedcd234ae51400d9c0e8	New_York_City	Since Gay marriage became legal, how many days did people have to wait to marry?	30	Gay marriage became legal and people had to wait 30 days to marry
56cf3934aab44d1400b88ea6	New_York_City	What percentage of New Yorkers are Christians?	59%	fifty-nine percent of New Yorker -s are Christian
56cf3934aab44d1400b88ea7	New_York_City	What percentage of New Yorkers follow the Catholic faith?	33%	33% of New Yorker -s follow the Catholic faith
56cf3934aab44d1400b88ea8	New_York_City	About how many Jews live in New York City?	1.1 million	about one million one hundred thousand –s live in New York City
56cf3934aab44d1400b88ea9	New_York_City	What borough has the largest population of Jewish people?	Brooklyn	the Brooklyn borough has the largest population of Jewish people
56cf3934aab44d1400b88eaa	New_York_City	What is the third most popular faith in New York City?	Islam	Islam is the third most popular faith in New York City
56cfee38234ae51400d9c0ed	New_York_City	What was the most prominent religion in New York as of 2014?	Christianity	Christianity was the most prominent religion in New York as of 2014
56cfee38234ae51400d9c0ee	New_York_City	The second most prominent religion in New York is what?	Judaism	the Judaism is the second most prominent religion in New York
56cfee38234ae51400d9c0ef	New_York_City	Half the population of Jews live in what borough of New York City?	Brooklyn	half the population of Jew -s live in what borough of New York City Brooklyn
56cfee38234ae51400d9c0f0	New_York_City	What percentage of people in 2014 had no religion?	24	twenty-four percent of people in 2014 had no religion
56cfee38234ae51400d9c0f1	New_York_City	The third most popular religion in NYC is what?	Islam	Islam is the third most popular religion in NYC
56cf39b4aab44d1400b88eb0	New_York_City	What is New York City's Gini Coefficient?	0.5	New York City’s Gini Coefficient is 0.5
56cf39b4aab44d1400b88eb1	New_York_City	What borough has a Gini Coefficient of 0.6?	Manhattan	Manhattan has a Gini Coefficient of 0.6
56cf39b4aab44d1400b88eb2	New_York_City	What previous mayor of New York is a billionaire?	Michael R. Bloomberg	Michael R. Bloomberg was a previous mayor of New York who is a billionaire
56cf39b4aab44d1400b88eb3	New_York_City	In 2014, millionaires made up what percentage of New York City's population?	4.6%	millionaire -s made up 4.6% of New York City's population in 2014
56cf39b4aab44d1400b88eb4	New_York_City	What is the average weekly wage in Manhattan?	$2,749	the average weekly wage in Manhattan is $2749
56cfee80234ae51400d9c0ff	New_York_City	The average weekly earnings for a worker in NYC was what in 2014?	2,749	the average weekly earnings for a worker in NYC was 2749 in 2014
56cfee80234ae51400d9c100	New_York_City	By 2013, which city had the most billionaires living in the city?	New York City	New York City had the most billionaire -s living in the city by 2013
56cf3aa2aab44d1400b88ec0	New_York_City	What is the common name for New York's high technology sector?	Silicon Alley	the Silicon Alley is the common name for New York’s high technology sector
56cf3aa2aab44d1400b88ec1	New_York_City	Who created the Global Economic Power Index that ranked New York first?	The Atlantic	the Atlantic created the Global Economic Power Index that ranked New York first
56cf3aa2aab44d1400b88ec2	New_York_City	In what year did the Port of New York and New Jersey deal with unprecedented cargo volume?	2014	the Port of New York and New Jersey dealt with unprecedented cargo volume in 2014
56cf3aa2aab44d1400b88ec3	New_York_City	In what year was New York ranked first on the Global Economic Power Index?	2012	New York was ranked first on the Global Economic Power Index in 2012
56cf4722aab44d1400b88f06	New_York_City	What fraction of New Yorkers in the private sector are employed by foreign companies?	One out of ten	one out of ten New Yorkers in the private sector are employed by foreign company -ies
56cf4722aab44d1400b88f07	New_York_City	What publication ranked New York first in the 2013 American Cities of the Future rankings?	FDi Magazine	Fdi Magazine ranked New York first in the 2013 American Cities of the Future rankings
56cf4837aab44d1400b88f24	New_York_City	What was the 2015 assessed value of all the property in New York?	US$914.8 billion	the United States dollar –s were assessed at nine hundred fourteen billion eight hundred million United States dollars
56cf4837aab44d1400b88f25	New_York_City	How much was Time Warner Center worth in 2006?	US$1.1 billion	the Time Warner Center was worth US$1.1 billion
56cf4837aab44d1400b88f26	New_York_City	What was the price per square foot of 450 Park Avenue when it sold in July 2007?	$1,589	450 Park Avenue was sold in July 2007 for $1589 per square foot
56cf4837aab44d1400b88f27	New_York_City	What was the price per square meter of 660 Madison Avenue in June 2007?	$15,887	660 Madison Avenue’s price per square meter was $15,887 in June 2007
56cf4837aab44d1400b88f28	New_York_City	Of the top 10 zip codes with the most expensive housing prices in the United States, how many are in Manhattan?	six	the top 10 zip code -s with the most expensive housing prices in the United States have six in Manhattan
56cff16a234ae51400d9c128	New_York_City	Which building has the highest market value in NYC?	Time Warner Center	the Time Warner Center has the highest market value in NYC
56cff16a234ae51400d9c12a	New_York_City	The previous record beaten by Park Avenue was for what real estate?	660 Madison Avenue	the previous record beaten by Park Avenue was for 660 Madison Avenue
56cf48a3aab44d1400b88f2e	New_York_City	What is the popular name of New York's advertising industry?	Madison Avenue	Madison Avenue is the popular name of New York’s advertising industry
56cf48a3aab44d1400b88f2f	New_York_City	About how many people work in the New York fashion industry?	180,000	about one –eighty –thousand people work in the New York fashion industry
56cf48a3aab44d1400b88f30	New_York_City	About how much does it cost per year to pay workers in the New York fashion industry?	$11 billion	about eleven billion dollars is the cost per year to pay worker -s in the New York fashion industry
56cf48a3aab44d1400b88f31	New_York_City	With Interpublic Group, what company has a combined annual revenue of roughly US$21 billion?	Omnicom Group	the Omnicom Group has a combined annual revenue of roughly US$21 billion with the Interpublic Group
56cff1bb234ae51400d9c137	New_York_City	NYC's fashion industry employs how many people?	180,000	NYC's fashion industry employs 180,000 people
56cff1bb234ae51400d9c138	New_York_City	The Two highest advertising agencies in the world located in NYC are called what?	Omnicom Group and Interpublic Group	the Omnicom Group and the Interpublic Group are the two highest advertising agency -ies in the world located in NYC
56cf49d7aab44d1400b88f46	New_York_City	How many New Yorkers work in the food processing field?	19,000	the nineteen thousand New Yorker -s work in the food process -ing field
56cf49d7aab44d1400b88f47	New_York_City	What is the annual revenue of the food processing industry?	US$5 billion	the food process -ing industry’s annual revenue is US$5 billion
56cf49d7aab44d1400b88f48	New_York_City	In what borough is the garment business prominent?	Brooklyn	the garment business is prominent in Brooklyn
56cf4a29aab44d1400b88f56	New_York_City	What dollar amount of chocolate does New York export annually?	US$234 million	New York exports US$234 million of chocolate annually
56cf4a29aab44d1400b88f57	New_York_City	Where is the "Chocolate District" located?	Brooklyn	the Chocolate District is located in Brooklyn
56cf4a29aab44d1400b88f58	New_York_City	In what borough is Godiva based?	Manhattan	Godiva is based in the Manhattan borough
56cf4a29aab44d1400b88f59	New_York_City	What is the number one specialty food export of New York?	Chocolate	Chocolate is the number one specialty food export of New York
56cff221234ae51400d9c13f	New_York_City	What type of food is NYC's leading food export?	Chocolate	NYC’s leading food export is chocolate
56cff221234ae51400d9c140	New_York_City	Which one of the world's largest chocolate makers is stationed in Manhattan?	Godiva	Godiva is one of the world’s largest chocolate maker -s stationed in Manhattan
56cf4ed5aab44d1400b88fa2	New_York_City	As of 2013, how many people worked for a securities business in New York?	163,400	the sixteen thousand three hundred forty –s worked for a securities business in New York
56cf4ed5aab44d1400b88fa3	New_York_City	What percentage of New York private sector jobs are in the securities industry?	5	five percent of New York private sector job -s are in the securities industry
56cf4ed5aab44d1400b88fa4	New_York_City	How much tax revenue does the securities industry generate?	US$3.8 billion	the securities industry generates US$3.8 billion
56cf4ed5aab44d1400b88fa5	New_York_City	What is the average income in the New York securities industry?	US$360,700	the average income in the New York securities industry is US$360,700
56cf4ed5aab44d1400b88fa6	New_York_City	What percentage of the city's wages does the securities industry provide?	22	the securities industry provides 22 percent of the city’s wage -s
56cff29a234ae51400d9c149	New_York_City	22 Percent of NYC's total wages are from what industry?	The city's securities	twenty-two percent of NYC’s total wages are from the city’s securities
56cf5478aab44d1400b88ffc	New_York_City	On what street is the New York Stock Exchange headquartered?	Wall Street	the New York Stock Exchange is headquartered on Wall Street
56cf5478aab44d1400b88ffd	New_York_City	What is the street address of NASDAQ?	165 Broadway	the NASDAQ is located at 165 Broadway
56cf5478aab44d1400b88ffe	New_York_City	In 2012, how many investment banking fees were paid out to Wall Street?	$40 billion	the forty billion dollar -s were paid out to Wall Street in 2012
56cf5478aab44d1400b88fff	New_York_City	In 2013-4, what percentage of New York state tax revenues came from the securities business on Wall Street?	19%	the nineteen percent of New York state tax revenue came from the securities business on Wall Street in 2013-4
56cf5478aab44d1400b89000	New_York_City	Who was the previous overseer of the London interbank offered rate?	British Bankers Association	the British Bankers Association was the previous overseer of the London interbank offered rate
56cff54e234ae51400d9c16a	New_York_City	The New York Stock exchange is located where in NYC?	Wall Street	the New York Stock exchange is located on Wall Street
56cff54e234ae51400d9c16b	New_York_City	The NASDAQ is located on what street in NYC?	165 Broadway	the NASDAQ is located on 165 Broadway in NYC
56cf552daab44d1400b89022	New_York_City	How many square meters of office space does Manhattan have?	46.5 million	Manhattan has 46.5 million square meter -s of office space
56cf552daab44d1400b89023	New_York_City	About how many million square feet of office space is present in Midtown Manhattan?	400	About four hundred million square feet of office space is present in Midtown Manhattan
56cff567234ae51400d9c16f	New_York_City	How much office space did Manhatten possess in 2015?	500 million square feet	Manhattan possessed 500 million square feet of office space in 2015
56cf55aeaab44d1400b89030	New_York_City	In what borough is Silicon Alley located?	Manhattan	Silicon Alley is located in the Manhattan borough
56cf55aeaab44d1400b89031	New_York_City	What is the street address of the headquarters of Verizon Communciations?	140 West Street	the headquarters of Verizon Communciations is at 140 West Street
56cf55aeaab44d1400b89032	New_York_City	How much did Verizon spend on fiber optic upgrades in New York City?	US$3 billion	Verizon spent US$3 billion on fiber optic upgrade -s in New York City
56cf55aeaab44d1400b89033	New_York_City	Approximately how many tech sector jobs are in New York City?	300,000	approximately three hundred thousand tech sector job -s are in New York City
56cff593234ae51400d9c171	New_York_City	The technology sector of work in NYC has how many employees in its service?	300,000	the technology sector of work in NYC has 300,000 employee -s in its service
56cf566aaab44d1400b89042	New_York_City	Along with Cornell University, what institution is involved in the building of Cornell Tech?	Technion-Israel Institute of Technology	Cornell University is involved in the building of Cornell Tech along with the Technion-Israel Institute of Technology
56cf566aaab44d1400b89043	New_York_City	What is the cost to build Cornell Tech?	US$2 billion	the US$2 billion is the cost to build Cornell Tech
56cf566aaab44d1400b89044	New_York_City	On what island is Cornell Tech located?	Roosevelt Island	Cornell Tech is located on Roosevelt Island
56cf566aaab44d1400b89045	New_York_City	About how much capital did Accelerator raise as of the middle of 2014?	US$30 million	Accelerator raised US$30 million as of the middle of 2014
56cf566aaab44d1400b89046	New_York_City	How large is the Alexandria Center for Life Science in square meters?	65,000	the Alexandria Center for Life Science is 65000 square meters large
56cff61d234ae51400d9c17f	New_York_City	In 2011, what school was built on Roosevelt Island?	Cornell Tech	Cornell Tech was built on Roosevelt Island in 2011
56cf56b2aab44d1400b89056	New_York_City	How many tourists visited New York in 2011?	51 million	the 51 million tourist -s visited New York in 2011
56cf56b2aab44d1400b89057	New_York_City	How many people came to visit New York in 2013?	54 million	the 54 million people came to visit New York in 2013
56cf56b2aab44d1400b89058	New_York_City	What is the record number of tourists that have visited New York in a year?	56.4 million	the 56.4 million are the record number of tourist -s that have visited New York in a year
56cf56b2aab44d1400b89059	New_York_City	How much money did tourism create for New York in 2014?	US$61.3 billion	tourism created US$61.3 billion for New York in 2014
56cff665234ae51400d9c187	New_York_City	How many tourists that visited NYC in 2014 broke the record?	56.4 million	the 56.4 million tourist -s that visited NYC in 2014 broke the record
56cff665234ae51400d9c189	New_York_City	How many tourists visited NYC in 2013?	54 million	the fifty –four million tourists visited NYC in 2013
56cf571faab44d1400b89069	New_York_City	What English phrase does I ❤ NY represent?	I Love New York	I Love New York represents I –love New York
56cf571faab44d1400b8906a	New_York_City	When was I ❤ NY first used in advertisements?	1977	I ❤ NY was first used in advertisement -s in 1977
56cf571faab44d1400b8906b	New_York_City	Who owns the trademark to I ❤ NY?	New York State Empire State Development	New York State Empire State Development owns the trademark to I ❤ NY
56cf571faab44d1400b8906c	New_York_City	What is the state song of New York?	I Love New York	I Love New York is the state song of New York
56cff6a7234ae51400d9c18d	New_York_City	I Love New York was established as advertising in what year?	1977	I Love New York was established as advertising in 1977
56cff6a7234ae51400d9c18e	New_York_City	What is the state song of New York?	I Love New York	I Love New York is the state song of New York
56cf578daab44d1400b89089	New_York_City	In what neighborhood does the Halloween Parade take place?	Greenwich Village	the Halloween Parade takes place in Greenwich Village
56cf578daab44d1400b8908a	New_York_City	What company sponsors the Thanksgiving Day parade?	Macy's	Macy's sponsors the Thanksgiving Day parade
56cf578daab44d1400b8908b	New_York_City	At what location is a Christmas tree famously lit every year?	Rockefeller Center	the Rockefeller Center is where a Christmas tree is famously lit every year
56cf578daab44d1400b8908c	New_York_City	Where in Central Park are performances offered at no cost?	Summerstage	Summerstage is offered in Central Park for no cost
56cf578daab44d1400b8908d	New_York_City	In what borough is the Unisphere located?	Queens	the Unisphere is located in the borough of Queens
56cf57c2aab44d1400b89093	New_York_City	About how many hotel rooms are there in Manhattan?	90,000	there are 90 thousand hotel room -s in Manhattan
56cf57c2aab44d1400b89094	New_York_City	What was the percentage increase of Manhattan hotel rooms between 2013 and 2014?	10%	the ten percent -s increase of Manhattan hotel room -s was between 2013 and 2014
56cf57c2aab44d1400b89095	New_York_City	Who owns the Waldorf Astoria?	Anbang Insurance Group	the Waldorf Astoria is owned by the Anbang Insurance Group
56cf57c2aab44d1400b89096	New_York_City	What was the October 2014 purchase price of the Waldorf Astoria?	US$1.95 billion	the October 2014 purchase price of the Waldorf Astoria was US$1.95 billion
56cff757234ae51400d9c199	New_York_City	The hotel that sold for the most money in 2014 was which in NYC?	Waldorf Astoria New York	the Waldorf Astoria New York was the hotel that sold for the most money in 2014 in NYC
56cff757234ae51400d9c19a	New_York_City	How many hotel rooms are located in NYC as of the end of 2014?	90,000	ninety thousand hotel room -s are located in NYC as of the end of 2014
56cff757234ae51400d9c19b	New_York_City	Who bought the Waldorf Astoria hotel in NYC in 2014?	Anbang Insurance Group	Anbang Insurance Group bought the Waldorf Astoria hotel in NYC in 2014
56cff757234ae51400d9c19c	New_York_City	The Waldorf Astoria hotel sold for how many dollars?	1.95 billion	the Waldorf Astoria hotel sold for one billion nine hundred –fifty million dollars
56cfac79234ae51400d9be4f	New_York_City	Approximately how many feature films are made in New York City every year?	200	approximately two hundred feature film -s are made in New York City every year
56cfac79234ae51400d9be50	New_York_City	How many New Yorkers work in the television and film industry?	130,000	one hundred –thirty thousand New Yorkers work in the television and film industry
56cfac79234ae51400d9be51	New_York_City	How much money does the New York film and television industry create every year?	$7.1 billion	the New York film and television industry creates seven billion one hundred million dollars every year
56cfac79234ae51400d9be52	New_York_City	What United States city is the second most popular for pilot episode location filming?	Los Angeles	Los Angeles is the second most popular United States city for pilot episode location filming
56cfacff234ae51400d9be57	New_York_City	Along with Warner Music Group, what top three record label is based in New York City?	Sony Music Entertainment	Warner Music Group is alongside Sony Music Entertainment and Universal Music Group based in New York City
56cfacff234ae51400d9be58	New_York_City	What city is North America's biggest media market?	New York City	New York City is North America’s biggest media market
56cfacff234ae51400d9be59	New_York_City	Out of the top eight advertising agency networks in the world, how many are based in New York?	Seven	the top eight advertise -ing agency network -s are based in New York and seven of them
56cfad77234ae51400d9be5d	New_York_City	How many people work in the New York publishing industry?	25,000	the twenty –five thousand people work in the New York publishing industry
56cfad77234ae51400d9be5e	New_York_City	Which New York-based newspaper has won the Pulitzer Prize for journalism?	The New York Times	The New York Times has won the Pulitzer Prize for journalism
56cfad77234ae51400d9be5f	New_York_City	Along with the New York Times, what national daily newspaper is based in New York?	The Wall Street Journal	Along with the New York Times, the Wall Street Journal is a national daily newspaper based in New York
56cfad77234ae51400d9be60	New_York_City	What was the founding year of the New York Daily News?	1919	the New York Daily News was founded in 1919
56cfad77234ae51400d9be61	New_York_City	Who was the founder of the New York Post?	Alexander Hamilton	Alexander Hamilton was the founder of the New York Post
56cffb63234ae51400d9c1e5	New_York_City	How many newspaper offices are located in New York?	More than 200	the more than 200 newspaper office -s are located in New York
56cffb63234ae51400d9c1e6	New_York_City	How many magazines can call NYC home?	350	the three hundred –fifty magazines can call NYC home
56cffb63234ae51400d9c1e7	New_York_City	How many national newspapers out of the three are from New York?	2	two national newspaper -s out of the three are from New York
56cffb63234ae51400d9c1e8	New_York_City	Which two national newspapers are located in New York?	The Wall Street Journal and The New York Times	the Wall Street Journal and the New York Times are located in New York
56cffb63234ae51400d9c1e9	New_York_City	When was the New York Daily News founded?	1919	the New York Daily News was founded in 1919
56cfafaf234ae51400d9be67	New_York_City	Along with ABC and NBC, what other major broadcaster is based in New York?	CBS	along with ABC and NBC, CBS is another major broadcaster based in New York
56cfafaf234ae51400d9be68	New_York_City	What is the name of the city's public television service?	NYCTV	the city’s public television service is NYCTV
56cfafaf234ae51400d9be69	New_York_City	What comedy channel on cable television is headquartered in New York?	Comedy Central	Comedy Central is headquartered in New York
56cfafaf234ae51400d9be6a	New_York_City	What cable news channel is based in New York?	Fox News	Fox News is based in New York
56cfb021234ae51400d9be6f	New_York_City	What is the name of the first public-access TV channel in the country?	Manhattan Neighborhood Network	the Manhattan Neighborhood Network is the name of the first public-access TV channel in the country
56cfb021234ae51400d9be70	New_York_City	In what year did the Manhattan Neighborhood Network begin?	1971	the Manhattan Neighborhood Network began in 1971
56cfb021234ae51400d9be71	New_York_City	What is the primary public television station in New York?	WNET	WNET is the primary public television station in New York
56cfb021234ae51400d9be72	New_York_City	What is the largest public radio station in the US by audience size?	WNYC	WNYC is the largest public radio station in the US by audience size
56cfb021234ae51400d9be73	New_York_City	In what year did the city cease to own WNYC?	1997	the WNYC ceased to be owned by the city in 1997
56cffbdd234ae51400d9c1f3	New_York_City	The public-assess TV channel that has been around the longest in the US in what?	Manhattan Neighborhood Network	the Manhattan Neighborhood Network is the public-assess TV channel that has been around the longest in the US
56cffbdd234ae51400d9c1f4	New_York_City	When was the Manhattan Neighborhood Network created?	1971	the Manhattan Neighborhood Network was created in 1971
56cffbdd234ae51400d9c1f5	New_York_City	The largest public radio station by listeners is what in New York?	WNYC	WNYC is the largest public radio station by listeners in New York
56cfb0ab234ae51400d9be79	New_York_City	What city department runs the public school system?	New York City Department of Education	the New York City Department of Education runs the public school system
56cfb0ab234ae51400d9be7a	New_York_City	How many students are in New York City public schools?	1.1 million	the one million one hundred thousand student -s are in New York City public school -s
56cfb0ab234ae51400d9be7b	New_York_City	About how many public schools are there in New York City?	1,700	there are 1,700 public school -s in New York City
56cfb0ab234ae51400d9be7c	New_York_City	How many high schools for gifted students does New York City have?	nine	New York City has nine high school -s for gifted students
56cffc18234ae51400d9c1f9	New_York_City	How many students regularly attend schools in NYC?	1.1 million	one million one hundred thousand student -s regularly attend school -s in NYC
56cffc18234ae51400d9c1fb	New_York_City	How many highschools are specialized in NYC?	nine	the nine high school -s are specialized in NYC
56cfb0d5234ae51400d9be81	New_York_City	What institution aids in the creation of charter schools in New York?	New York City Charter School Center	New York City Charter School Center aids in the creation of charter school -s in New York
56cfb0d5234ae51400d9be82	New_York_City	About how many private schools does New York have?	900	New York has 900 private school -s
56cfb1a2234ae51400d9be85	New_York_City	About how many students attend schools in the City University of New York system?	half million	about half million student -s attend school -s in the City University of New York system
56cfb1a2234ae51400d9be86	New_York_City	What fraction of Manhattan residents graduated from college?	three out of five	three out of five Manhattan resident -s graduated from college
56cfb1a2234ae51400d9be87	New_York_City	What fraction of Manhattan residents have graduate degrees?	one out of four	one out of four Manhattan resident -s have graduate degree -s
56cfb1a2234ae51400d9be88	New_York_City	The City University of New York system consists of how many institutions?	24	the City University of New York system consists of twenty –four institutions
56cfb1a2234ae51400d9be89	New_York_City	How many students in New York partcipate in higher education?	600,000	the six hundred thousand student -s in New York partcipate in higher education
56cffcb0234ae51400d9c208	New_York_City	What is the largest library in the United States?	The New York Public Library	the New York Public Library is the largest library in the United States
56cffcb0234ae51400d9c209	New_York_City	What is the second largest library in the US?	Queens Borough Public Library	the Queens Borough Public Library is the second largest library in the US
56d103ff17492d1400aab728	New_York_City	What is the name of the library system in Queens?	Queens Borough Public Library	the Queens Borough Public Library is the name of the library system in Queens
56d103ff17492d1400aab729	New_York_City	What is Brooklyn's public library system called?	Brooklyn Public Library	the Brooklyn Public Library is the name of Brooklyn’s public library system
56d103ff17492d1400aab72a	New_York_City	Along with Staten Island and the Bronx, what borough is served by the New York Public Library?	Manhattan	Staten Island and the Bronx along with Manhattan is served by the New York Public Library
56cffd07234ae51400d9c215	New_York_City	The largest municipal healthcare in the US is what?	New York City Health and Hospitals Corporation	the New York City Health and Hospitals Corporation is the largest municipal healthcare in the US
56cffd07234ae51400d9c217	New_York_City	How many hospitals does HHC operate?	11	HHC operate -s 11 hospital -s
56d1046317492d1400aab734	New_York_City	What is the yearly revenue of the New York City Health and Hospitals Corporation?	$6.7 billion	the New York City Health and Hospitals Corporation’s yearly revenue is $6.7 billion
56d1046317492d1400aab735	New_York_City	How many patients are served annually by HHC?	1.4 million	the HHC serves 1.4 million patient –s annually
56d1046317492d1400aab736	New_York_City	How many uninsured New Yorkers take advantage of HHC?	475,000	four hundred –seventy –five thousand New Yorkers take advantage of HHC
56d1046317492d1400aab737	New_York_City	In what year was the New York City Health and Hospitals Corporation founded?	1969	the New York City Health and Hospitals Corporation was founded in 1969
56d1046317492d1400aab738	New_York_City	How many nursing homes does HHC operate?	five	the five nursing home -s does HHC operate
56cffd56234ae51400d9c21d	New_York_City	The public hospital that has been around the longest in the US is what?	Bellevue Hospital	the Bellevue Hospital is the public hospital that has been around the longest in the us
56cffd56234ae51400d9c21e	New_York_City	Who is the president of HHC?	Ramanathan Raju	Ramanathan Raju is the president of HHC
56d1053c17492d1400aab748	New_York_City	What was the first public hospital founded in the United States?	Bellevue Hospital	Bellevue Hospital was the first public hospital founded in the United States
56d1053c17492d1400aab749	New_York_City	If the Prime Minister of the United Kingdom becomes sick in New York City, what hospital does he go to?	Bellevue Hospital	the Prime Minister of the United Kingdom goes to Bellevue Hospital when he becomes sick in New York City
56d1053c17492d1400aab74a	New_York_City	Who is the HHC president?	Ramanathan Raju, MD	the HHC president is Ramanathan Raju, MD
56d1053c17492d1400aab74b	New_York_City	In what state did the president of HHC previously work?	Illinois	the president of HHC previously worked in Illinois
56d1053c17492d1400aab74c	New_York_City	What was the president of HHC's previous job title?	CEO	the president of HHC's previous job title was CEO
56cffd93234ae51400d9c221	New_York_City	The largest police presence in the US is NYPD with how many people?	35,000	the NYPD is the largest police presence in the US with 35000 people
56cffd93234ae51400d9c222	New_York_City	NYPD officers have a nickname that is known as what?	New York's Finest	the NYPD officer -s have a nickname that is known as New York's Finest
56d1057217492d1400aab75c	New_York_City	What does the acronym NYPD stand for?	New York City Police Department	the acronym NYPD stands for New York City Police Department
56d1057217492d1400aab75d	New_York_City	About how many police work for the NYPD?	35,000	the NYPD have 35,000 police worker -s
56d1057217492d1400aab75e	New_York_City	What is the nickname given to New York City Police Department officers?	New York's Finest	the New York's Finest are given a nickname to New York City Police Department officers
56cffde2234ae51400d9c22b	New_York_City	What was the low record for homicides in 2014 in NYC?	328	the low record for homicides in 2014 in NYC was 328
56d1062317492d1400aab76a	New_York_City	What percentage decrease in violent crime did the city see between 1993 and 2005?	75%	the city saw a 75% decrease in violent crime between 1993 and 2005
56d1062317492d1400aab76b	New_York_City	As of 2002, to what city did New York have a comparable crime rate?	Provo, Utah	New York had a comparable crime rate to Provo, Utah as of 2002
56d1062317492d1400aab76c	New_York_City	In what year did the city have less than 500 homicides?	2007	the city had less than 500 homicides in 2007
56d1062317492d1400aab76d	New_York_City	How many homicides were there in New York City in 2014?	328	there were 328 homicides in New York City in 2014
56d1062317492d1400aab76e	New_York_City	In the first half of 2010, what percentage of shooting victims were African-American or Hispanic?	95.9%	the African-American or Hispanic victim -s were 95.9% of shooting victim -s in the first half of 2010
56cffe23234ae51400d9c22d	New_York_City	The first major crime groups in NYC were in the 1820s known as what?	Forty Thieves and the Roach Guards	the Forty Thieves and the Roach Guard -s were known in the 1820s
56d1070517492d1400aab778	New_York_City	What group controlled the Mafia in New York in the 20th century?	the Five Families	the Five Families controlled the Mafia in New York in the 20th century
56d1070517492d1400aab779	New_York_City	The Forth Thieves and Roach Guards were two gangs that operated in what area of New York in the 1820s?	the Five Points	the Forth Thieves and Roach Guard -s were two gang -s that operated in the Five Points
56d1070517492d1400aab77a	New_York_City	What was a notable 20th century gang in New York?	the Black Spades	the Black Spades were a notable 20th century gang in New York
56cffe95234ae51400d9c22f	New_York_City	What is the largest fire department force in the world?	Tokyo Fire Department	the Tokyo Fire Department is the largest fire department force in the world
56cffe95234ae51400d9c230	New_York_City	What is the second largest fire department force in the world?	The New York City Fire Department	the New York City Fire Department is the second largest fire department force in the world
56cffe95234ae51400d9c232	New_York_City	What is the The New York City Fire Department's motto?	New York's Bravest	the New York City Fire Department’s motto is New York’s Bravest
56d1076317492d1400aab78c	New_York_City	What does FDNY stand for?	New York City Fire Department	the New York City Fire Department stands for FDNY
56d1076317492d1400aab78d	New_York_City	What city is home to the largest municipal fire department in the world?	Tokyo	the largest municipal fire department in the world is in Tokyo
56d1076317492d1400aab78e	New_York_City	How many firefighters work for the New York City Fire Department?	11,080	the New York City Fire Department has 11,080 fire fighter –s
56d1076317492d1400aab78f	New_York_City	The FDNY employs about how many paramedics and EMTs?	3,300	the FDNY employs about 3300 paramedic -s and EMTs
56d1076317492d1400aab790	New_York_City	What is the motto of the New York City Fire Department?	New York's Bravest	the New York's Bravest is the motto of the New York City Fire Department
56cfff2d234ae51400d9c237	New_York_City	New York is home to what largest transportation system in the world?	subway systems	New York is home to the largest subway system -s in the world
56d107ab17492d1400aab796	New_York_City	What types of fires can start in parks and woodlands?	brush fires	brush fire -s can start in park -s and woodland -s
56cfff79234ae51400d9c239	New_York_City	What is the address for The New York City Fire Department headquarters?	9 MetroTech Center	The New York City Fire Department headquarters is located at 9 MetroTech Center
56cfff79234ae51400d9c23a	New_York_City	Which island is home to the Fire academy in NYC?	Randalls Island	Randalls Island is home to the Fire academy in NYC
56cfff79234ae51400d9c23b	New_York_City	Which borough of NYC is home to the The New York City Fire Department headquarters?	Brooklyn	the Brooklyn borough of NYC is home to the New York City Fire Department headquarters
